,name,mins_played,tries,try_assists,conversions,penalty_goals,drop_goals,meters_made,carries,possession_kicked_pct,meters_kicked,balls_played_by_hand,passes_made,offloads,broken_tackles,knock_ons,tackles_made,missed_tackles,tackle_success_pct,dominant_tackles_pct,turnovers_won,turnovers_conceded,handling_errors,pens_conceded,offside_penalties,scrum_penalties,lineouts_won,lineouts_stolen,YC,RC,at_home,position_num,is_sub,playguid
298,Jonathan Danty,80.0,1.0,1.0,0.0,0.0,0.0,63.0,7.0,0.0,0.0,100.0,7.0,0.0,2.0,1.0,12.0,2.0,93.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,JD100273
299,Yoram Moefana,80.0,1.0,0.0,0.0,0.0,0.0,79.0,7.0,0.0,0.0,100.0,3.0,1.0,2.0,0.0,3.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,YM654200
300,Romain Ntamack,80.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,190.0,60.0,9.0,0.0,0.0,0.0,9.0,4.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,RN981435
301,Antoine Dupont,73.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,0.0,310.0,80.0,33.0,1.0,3.0,1.0,13.0,1.0,93.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,AD427633
302,Cyril Baille,57.0,0.0,1.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,CB879230
303,Julien Marchand,53.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,JM604958
304,Uini Atonio,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,3.0,1.0,75.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,0,UA499525
305,Cameron Woki,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,4,0,CW541496
306,Paul Willemse,53.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,2.0,75.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,0,PW129932
307,Francois Cros,80.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,16.0,1.0,94.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,6,0,FC939898
308,Anthony Jelonch,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,13.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,AJ536835
309,Gregory Alldritt,80.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,0.0,0.0,100.0,8.0,2.0,2.0,0.0,13.0,3.0,83.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,GA508879
310,Peato Mauvaka,27.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,PM628715
311,Jean-Baptiste Gros,23.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,JG981094
312,Demba Bamba,33.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,DB463136
313,Romain Taofifenua,27.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,5,1,RT351750
314,Thibaud Flament,27.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,10.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,TF695083
315,Dylan Cretin,13.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,1,DC417137
316,Maxime Lucu,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,67.0,2.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,ML148389
317,Thomas Ramos,9.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,48.0,75.0,2.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1,TR524244
318,Freddie Steward,80.0,0.0,0.0,0.0,0.0,0.0,118.0,12.0,0.0,74.0,93.0,2.0,0.0,2.0,0.0,1.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,FS380018
319,Max Malins,80.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,0.0,0.0,100.0,2.0,1.0,3.0,1.0,7.0,1.0,100.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,MM832184
320,Elliot Daly,74.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,33.0,86.0,3.0,0.0,0.0,0.0,8.0,3.0,75.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,ED181409
321,Henry Slade,80.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,0.0,55.0,93.0,9.0,0.0,4.0,0.0,9.0,2.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,HS586007
322,Jack Nowell,80.0,0.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,51.0,88.0,2.0,0.0,2.0,0.0,10.0,1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,11,0,JN875222
323,Marcus Smith,80.0,0.0,0.0,0.0,6.0,0.0,50.0,7.0,0.0,166.0,86.0,31.0,2.0,2.0,0.0,11.0,4.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,MS438642
324,Harry Randall,61.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,271.0,86.0,60.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,9,0,HR101296
325,Ellis Genge,72.0,0.0,0.0,0.0,0.0,0.0,68.0,13.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,8.0,1.0,91.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,EG908747
326,Luke Cowan-Dickie,25.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,LC148807
327,Kyle Sinckler,68.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,KS314500
328,Charlie Ewels,68.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,6.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4,0,CE445208
329,Maro Itoje,80.0,0.0,0.0,0.0,0.0,0.0,44.0,11.0,0.0,0.0,100.0,8.0,1.0,0.0,1.0,11.0,1.0,92.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,5,0,MI369148
330,Courtney Lawes,80.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,13.0,1.0,93.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,6,0,CL794376
331,Tom Curry,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,8.0,1.0,100.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,TC478587
332,Alex Dombrandt,80.0,1.0,0.0,0.0,0.0,0.0,96.0,16.0,0.0,0.0,100.0,3.0,0.0,4.0,0.0,12.0,1.0,93.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8,0,AD528464
333,Jamie George,55.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,JG594765
334,Joe Marler,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,JM130488
335,Will Stuart,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,WS816688
336,Nick Isiekwe,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,NI437601
337,Sam Simmonds,40.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,2.0,91.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1,SS343221
338,Ben Youngs,19.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,62.0,89.0,23.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,BY523643
339,Joe Marchant,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,1,JM952052
340,Liam Williams,63.0,0.0,0.0,0.0,0.0,0.0,94.0,12.0,0.0,76.0,88.0,6.0,2.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15,0,LW454197
341,Alex Cuthbert,80.0,0.0,0.0,0.0,0.0,0.0,188.0,17.0,0.0,22.0,94.0,4.0,2.0,7.0,1.0,2.0,1.0,67.0,33.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,AC437780
342,Owen Watkin,64.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,100.0,4.0,1.0,1.0,0.0,9.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,OW990997
343,Nick Tompkins,80.0,1.0,0.0,0.0,0.0,0.0,69.0,12.0,0.0,84.0,92.0,15.0,1.0,0.0,0.0,8.0,2.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,NT897139
344,Josh Adams,78.0,1.0,0.0,0.0,0.0,0.0,93.0,11.0,0.0,10.0,93.0,6.0,2.0,6.0,0.0,3.0,2.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,JA935900
345,Dan Biggar,80.0,0.0,1.0,2.0,0.0,0.0,8.0,3.0,0.0,138.0,90.0,47.0,0.0,0.0,0.0,11.0,2.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,DB100356
346,Tomos Williams,68.0,0.0,1.0,0.0,0.0,0.0,34.0,7.0,0.0,217.0,90.0,59.0,0.0,1.0,0.0,5.0,1.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,TW860822
347,Wyn Jones,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,OJ524283
348,Ryan Elias,68.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,20.0,1.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,RE827406
349,Tomas Francis,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,11.0,2.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,0,TF414345
350,Will Rowlands,80.0,0.0,0.0,0.0,0.0,0.0,57.0,14.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,11.0,0.0,100.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0,4,0,WR283546
351,Adam Beard,80.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,13.0,1.0,93.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,5,0,AB882295
352,Ross Moriarty,70.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,0.0,100.0,5.0,0.0,2.0,0.0,9.0,1.0,92.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0,6,0,CM372062
353,Taine Basham,55.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,14.0,2.0,92.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,TB339876
354,Taulupe Faletau,80.0,0.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,0.0,100.0,4.0,1.0,2.0,0.0,19.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,TF890867
355,Dewi Lake,12.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,DL576464
356,Gareth Thomas,35.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,GT324524
357,Leon Brown,33.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,LB915327
358,Seb Davies,10.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,100.0,3.0,1.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,6,1,SD710082
359,Jac Morgan,25.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,JM428503
360,Kieran Hardy,12.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,100.0,40.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,KH487325
361,Gareth Anscombe,8.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,28.0,88.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1,GA971615
362,Jonathan Davies,16.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,1,JD474655
363,Michael Lowry,80.0,2.0,1.0,0.0,0.0,0.0,113.0,13.0,0.0,0.0,100.0,5.0,0.0,3.0,0.0,3.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,ML122221
364,Mack Hansen,80.0,0.0,0.0,0.0,0.0,0.0,65.0,11.0,0.0,131.0,78.0,6.0,3.0,1.0,1.0,3.0,0.0,100.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,MH859498
365,Garry Ringrose,60.0,0.0,1.0,0.0,0.0,0.0,90.0,14.0,0.0,73.0,91.0,7.0,0.0,3.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,GR900605
366,Robbie Henshaw,67.0,0.0,1.0,0.0,0.0,0.0,46.0,9.0,0.0,15.0,94.0,7.0,1.0,0.0,1.0,6.0,1.0,88.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,RH772080
367,James Lowe,80.0,2.0,1.0,0.0,0.0,0.0,114.0,15.0,0.0,354.0,79.0,16.0,0.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,JL715164
368,Joey Carbery,53.0,1.0,1.0,2.0,0.0,0.0,31.0,2.0,0.0,91.0,90.0,35.0,1.0,1.0,0.0,7.0,1.0,89.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,JC206181
369,Jamison Gibson-Park,61.0,1.0,1.0,0.0,0.0,0.0,50.0,7.0,0.0,72.0,96.0,93.0,1.0,2.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,JG677554
370,Andrew Porter,43.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,6.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,AP382464
371,Dan Sheehan,69.0,0.0,1.0,0.0,0.0,0.0,69.0,10.0,0.0,0.0,100.0,6.0,1.0,1.0,0.0,9.0,1.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,DS458390
372,Tadhg Furlong,61.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,100.0,5.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,TF974321
373,Tadhg Beirne,61.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1,4,0,TB830937
374,Ryan Baird,80.0,1.0,0.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,100.0,4.0,0.0,2.0,1.0,13.0,1.0,92.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,5,0,RB604593
375,Peter O'Mahony,80.0,1.0,0.0,0.0,0.0,0.0,43.0,8.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,6,0,PO196534
376,Josh van der Flier,80.0,0.0,0.0,0.0,0.0,0.0,72.0,10.0,0.0,0.0,100.0,12.0,0.0,2.0,1.0,10.0,1.0,92.0,8.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,JV681352
377,Caelan Doris,54.0,0.0,0.0,0.0,0.0,0.0,112.0,14.0,0.0,0.0,100.0,8.0,1.0,3.0,0.0,7.0,0.0,100.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,8,0,CD872704
378,Rob Herring,11.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,RH218431
379,Dave Kilcoyne,37.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,DK192698
380,Finlay Bealham,19.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,2.0,0.0,100.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,FB999044
381,Kieran Treadwell,19.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,4.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,4,1,KT442140
382,Jack Conan,26.0,0.0,0.0,0.0,0.0,0.0,67.0,10.0,0.0,0.0,100.0,1.0,1.0,2.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,8,1,JC661063
383,Craig Casey,19.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,100.0,29.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,CC999056
384,Johnny Sexton,27.0,0.0,1.0,4.0,0.0,0.0,30.0,3.0,0.0,28.0,96.0,23.0,2.0,2.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1,JS228312
385,James Hume,33.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,1,JH441458
386,Edoardo Padovani,80.0,0.0,0.0,0.0,1.0,0.0,18.0,4.0,0.0,82.0,57.0,0.0,0.0,1.0,0.0,5.0,3.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,EP413386
387,Pierre Bruno,20.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,PB659777
388,Juan Ignacio Brex,80.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,12.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,JB459700
389,Leonardo Marin,69.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,74.0,77.0,4.0,0.0,1.0,0.0,8.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,LM196125
390,Monty Ioane,80.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0,0.0,82.0,2.0,2.0,2.0,0.0,5.0,0.0,100.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,MI848101
391,Paolo Garbisi,77.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,270.0,55.0,8.0,0.0,0.0,0.0,18.0,2.0,90.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,PG443746
392,Stephen Varney,40.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,156.0,83.0,32.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,SV899630
393,Danilo Fischetti,80.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,15.0,1.0,94.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,DF470268
394,Gianmarco Lucchesi,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,GL369503
395,Pietro Ceccarelli,40.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,1.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,0,PC874545
396,Niccolo Cannone,49.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,11.0,0.0,100.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,NC161980
397,Federico Ruzza,68.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,100.0,5.0,0.0,0.0,0.0,6.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0,5,0,FR364036
