,Player,MP,T,TA,C,P,DG,M,CA,PK(%),MK,BH(%),PM,O,BTs,Kon,TM,MT,TS(%),DT(%),TW,TC,HE,PC,OPC,SPC,LW,LS,YC,RC,at_home,pos_num_x,is_sub,PlayGuid,T_per80m,TA_per80m,C_per80m,P_per80m,DG_per80m,M_per80m,CA_per80m,MK_per80m,PM_per80m,O_per80m,BTs_per80m,Kon_per80m,TM_per80m,MT_per80m,TW_per80m,TC_per80m,HE_per80m,PC_per80m,OPC_per80m,SPC_per80m,LW_per80m,LS_per80m,YC_per80m,RC_per80m,TS(%)_per80m,TW(%)_per80m,MpCA_per80m,pos_num_y
169,Stuart McInally,44.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,SM530829,0.0,0.0,0.0,0.0,0.0,44.74592479402332,7.217084644197309,0.0,0.0,0.0,0.0,0.0,8.660501573036772,1.4434169288394618,1.4434169288394618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,1.0,6.2,2
170,WP Nel,44.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,WN551420,0.0,0.0,0.0,0.0,0.0,18.764420074913005,4.330250786518386,0.0,1.4434169288394618,0.0,0.0,0.0,12.990752359555158,0.0,0.0,0.0,0.0,1.4434169288394618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.333333333333333,3
171,Jonny Gray,62.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,100.0,2.0,0.0,1.0,1.0,17.0,2.0,89.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,4,0,JG454407,0.0,0.0,0.0,0.0,0.0,27.881326554081454,6.9703316385203635,0.0,2.3234438795067875,0.0,1.1617219397533938,1.1617219397533938,19.749272975807695,2.3234438795067875,0.0,1.1617219397533938,1.1617219397533938,0.0,0.0,0.0,3.4851658192601818,0.0,0.0,0.0,0.8947368421052632,0.0,4.0,4
172,Grant Gilchrist,80.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,15.0,0.0,100.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,5,0,GG620359,0.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,2.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,5.571428571428571,5
173,Sam Skinner,80.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,18.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,6,0,SS644622,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,4.5,4
174,Hamish Watson,80.0,0.0,0.0,0.0,0.0,0.0,69.0,14.0,0.0,0.0,100.0,1.0,1.0,3.0,0.0,17.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,HW157577,0.0,0.0,0.0,0.0,0.0,69.0,14.0,0.0,1.0,1.0,3.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.928571428571429,7
175,Matt Fagerson,31.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,100.0,1.0,1.0,3.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,MF352745,0.0,0.0,0.0,0.0,0.0,87.7441986126581,10.968024826582262,0.0,1.8280041377637102,1.8280041377637102,5.484012413291131,0.0,9.14002068881855,1.8280041377637102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,8.0,8
176,George Turner,36.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,GT723244,0.0,0.0,0.0,0.0,0.0,8.250084905568894,3.3000339622275576,0.0,1.6500169811137788,0.0,0.0,0.0,6.600067924455115,0.0,0.0,0.0,0.0,4.950050943341337,1.6500169811137788,0.0,0.0,0.0,0.0,0.0,1.0,,2.5,2
177,Rory Sutherland,18.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,RS816499,0.0,0.0,0.0,0.0,0.0,24.274533095834258,2.6971703439815844,0.0,0.0,0.0,0.0,0.0,5.394340687963169,2.6971703439815844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,9.0,1
178,Zander Fagerson,36.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,ZF741855,0.0,0.0,0.0,0.0,0.0,34.650356603389355,6.600067924455115,0.0,1.6500169811137788,0.0,0.0,0.0,6.600067924455115,0.0,0.0,0.0,0.0,1.6500169811137788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.25,3
179,Magnus Bradbury,49.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,9.0,0.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,MB495148,0.0,0.0,0.0,0.0,0.0,60.57363082896354,8.07648411052847,0.0,2.692161370176157,0.0,0.0,0.0,12.114726165792707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.500000000000001,8
180,Rory Darge,18.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,RD673943,0.0,0.0,0.0,0.0,0.0,70.12642894352119,13.48585171990792,0.0,0.0,0.0,2.6971703439815844,0.0,16.183022063889506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.2,6
181,Ben White,18.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,67.0,94.0,35.0,1.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,BW742198,0.0,0.0,0.0,0.0,0.0,59.33774756759486,8.091511031944753,180.71041304676615,94.40096203935546,2.6971703439815844,2.6971703439815844,0.0,10.788681375926338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.333333333333334,9
182,Blair Kinghorn,10.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,BK512124,0.0,0.0,0.0,0.0,0.0,235.40662977693265,16.814759269780904,0.0,12.611069452335677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203689817445226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14.0,10
183,Cameron Redpath,1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,CR194372,0.0,0.0,0.0,0.0,0.0,232.29225451830857,29.03653181478857,0.0,7.259132953697143,7.259132953697143,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8.0,11
184,Melvyn Jaminet,80.0,0.0,0.0,1.0,6.0,0.0,41.0,5.0,0.0,238.0,58.0,2.0,0.0,3.0,0.0,2.0,1.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,MJ276990,0.0,0.0,1.0,6.0,0.0,41.0,5.0,238.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,8.2,15
185,Damian Penaud,80.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,76.0,70.0,5.0,2.0,2.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,DP646434,0.0,0.0,0.0,0.0,0.0,44.0,4.0,76.0,5.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,11.0,14
186,Gael Fickou,80.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,56.0,88.0,7.0,0.0,1.0,0.0,9.0,0.0,100.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,GF207020,0.0,0.0,0.0,0.0,0.0,49.0,8.0,56.0,7.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,6.125,13
187,Yoram Moefana,80.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,100.0,6.0,2.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,YM654200,0.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,6.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.4,12
188,Gabin Villiere,80.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,48.0,88.0,1.0,0.0,2.0,0.0,5.0,1.0,100.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,GV604147,0.0,0.0,0.0,0.0,0.0,33.0,7.0,48.0,1.0,0.0,2.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,4.714285714285714,11
189,Romain Ntamack,80.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,204.0,73.0,17.0,1.0,0.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,10,0,RN981435,0.0,1.0,0.0,0.0,0.0,14.0,3.0,204.0,17.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,0.0,4.666666666666667,10
190,Antoine Dupont,70.0,1.0,1.0,0.0,0.0,0.0,53.0,6.0,0.0,351.0,81.0,43.0,1.0,3.0,0.0,7.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,9,0,AD427633,1.0802134610966427,1.0802134610966427,0.0,0.0,0.0,57.25131343812207,6.481280766579856,379.1549248449216,46.449178827155635,1.0802134610966427,3.240640383289928,0.0,7.5614942276765,0.0,0.0,1.0802134610966427,2.1604269221932855,0.0,0.0,0.0,1.0802134610966427,0.0,0.0,0.0,1.0,0.0,8.833333333333334,9
191,Cyril Baille,55.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,8.0,1.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,CB879230,1.250977299385484,0.0,0.0,0.0,0.0,25.019545987709684,6.254886496927421,0.0,1.250977299385484,0.0,1.250977299385484,0.0,10.007818395083872,1.250977299385484,0.0,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,4.0,1
192,Julien Marchand,55.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,4.0,2.0,66.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,JM604958,0.0,0.0,0.0,0.0,0.0,57.54495577173226,11.258795694469356,0.0,2.501954598770968,0.0,1.250977299385484,0.0,5.003909197541936,2.501954598770968,0.0,2.501954598770968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,5.111111111111111,2
193,Uini Atonio,55.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,UA499525,0.0,0.0,0.0,0.0,0.0,25.019545987709684,2.501954598770968,0.0,0.0,0.0,1.250977299385484,0.0,8.756841095698388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,10.000000000000002,3
194,Cameron Woki,53.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,83.0,3.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,4,0,CW541496,0.0,0.0,0.0,0.0,0.0,7.682809053583586,2.5609363511945284,0.0,3.841404526791793,0.0,0.0,0.0,3.841404526791793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.841404526791793,0.0,0.0,0.0,1.0,,3.0000000000000004,4
195,Paul Willemse,53.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,7.0,3.0,70.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,5,0,PW129932,0.0,0.0,0.0,0.0,0.0,23.048427160750755,6.402340877986321,0.0,2.5609363511945284,0.0,0.0,1.2804681755972642,8.96327722918085,3.841404526791793,1.2804681755972642,1.2804681755972642,1.2804681755972642,1.2804681755972642,0.0,0.0,2.5609363511945284,0.0,0.0,0.0,0.7,0.5,3.6,5
196,Francois Cros,73.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,1.0,92.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,6,0,FC939898,0.0,0.0,0.0,0.0,0.0,23.187489215626805,3.1619303475854736,0.0,0.0,0.0,0.0,0.0,12.647721390341895,1.0539767825284911,1.0539767825284911,0.0,0.0,1.0539767825284911,0.0,0.0,1.0539767825284911,1.0539767825284911,0.0,0.0,0.9230769230769231,1.0,7.333333333333333,6
197,Anthony Jelonch,80.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,16.0,1.0,94.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,AJ536835,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,4.0,1.0,0.0,0.0,16.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,1.0,3.5,7
198,Gregory Alldritt,80.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,100.0,6.0,1.0,1.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,GA508879,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,6.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.0,8
199,Peato Mauvaka,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,PM628715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126033980727912,0.0,0.0,0.0,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2
200,Jean-Baptiste Gros,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,6.0,0.0,100.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,JG981094,0.0,0.0,0.0,0.0,0.0,4.252067961455824,2.126033980727912,0.0,0.0,0.0,0.0,2.126033980727912,12.756203884367473,0.0,0.0,2.126033980727912,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1
201,Demba Bamba,25.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,DB463136,0.0,0.0,0.0,0.0,0.0,38.26861165310241,10.630169903639558,0.0,4.252067961455824,0.0,0.0,0.0,10.630169903639558,0.0,0.0,0.0,0.0,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.6,3
202,Romain Taofifenua,27.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,2.0,0.0,100.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,5,1,RT351750,0.0,0.0,0.0,0.0,0.0,18.119312038441123,8.053027572640499,0.0,4.026513786320249,0.0,2.0132568931601247,0.0,4.026513786320249,0.0,0.0,0.0,2.0132568931601247,0.0,0.0,0.0,4.026513786320249,0.0,0.0,0.0,1.0,,2.25,5
203,Thibaud Flament,27.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4,1,TF695083,0.0,0.0,0.0,0.0,0.0,32.212110290561995,8.053027572640499,0.0,0.0,0.0,0.0,0.0,8.053027572640499,2.0132568931601247,0.0,0.0,0.0,2.0132568931601247,0.0,0.0,2.0132568931601247,0.0,0.0,0.0,0.7999999999999999,,4.0,4
204,Dylan Cretin,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1,DC417137,0.0,0.0,0.0,0.0,0.0,49.97937091454423,16.659790304848077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5532634349493595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,6
205,Maxime Lucu,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,84.0,90.0,16.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,ML148389,0.0,0.0,0.0,0.0,0.0,12.611069452335677,8.407379634890452,353.1099446653989,67.25903707912362,0.0,4.203689817445226,0.0,4.203689817445226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.5,9
206,Thomas Ramos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1,TR524244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15
207,Hugo Keenan,80.0,0.0,0.0,0.0,0.0,0.0,129.0,14.0,0.0,167.0,75.0,7.0,0.0,2.0,0.0,2.0,2.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,HK751316,0.0,0.0,0.0,0.0,0.0,129.0,14.0,167.0,7.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.214285714285714,15
208,Andrew Conway,80.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,AC788211,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,4.0,14
209,Garry Ringrose,80.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0,0.0,0.0,88.0,3.0,1.0,2.0,0.0,7.0,3.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,GR900605,0.0,0.0,0.0,0.0,0.0,60.0,6.0,0.0,3.0,1.0,2.0,0.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,10.0,13
210,Bundee Aki,63.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,BA768636,0.0,0.0,0.0,0.0,0.0,32.213430282558846,5.75239826474265,0.0,3.45143895884559,1.15047965294853,0.0,0.0,10.35431687653677,0.0,0.0,0.0,1.15047965294853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.6000000000000005,12
211,Mack Hansen,80.0,1.0,0.0,0.0,0.0,0.0,89.0,9.0,0.0,24.0,92.0,4.0,1.0,0.0,1.0,5.0,1.0,83.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,MH859498,1.0,0.0,0.0,0.0,0.0,89.0,9.0,24.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,9.88888888888889,11
212,Joey Carbery,78.0,0.0,1.0,3.0,1.0,0.0,32.0,6.0,0.0,193.0,80.0,27.0,0.0,2.0,0.0,9.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,JC206181,0.0,1.0144863582633283,3.0434590747899852,1.0144863582633283,0.0,32.46356346442651,6.0869181495799705,195.79586714482238,27.391131673109868,0.0,2.0289727165266567,0.0,9.130377224369955,1.0144863582633283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,5.333333333333333,10
213,Jamison Gibson-Park,63.0,1.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,178.0,87.0,56.0,0.0,2.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,JG677554,1.15047965294853,0.0,0.0,0.0,0.0,33.36390993550737,5.75239826474265,204.78537822483835,64.42686056511769,0.0,2.30095930589706,0.0,4.60191861179412,1.15047965294853,0.0,0.0,2.30095930589706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,5.8,9
214,Andrew Porter,72.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,AP382464,0.0,0.0,0.0,0.0,0.0,33.99980958921241,6.3749642979773276,0.0,2.1249880993257757,0.0,0.0,0.0,5.3124702483144395,1.0624940496628879,2.1249880993257757,0.0,1.0624940496628879,1.0624940496628879,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,5.333333333333333,1
215,Ronan Kelleher,26.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,2.0,0.0,100.0,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,RK712948,0.0,0.0,0.0,0.0,0.0,18.608963145875133,2.0676625717639037,0.0,2.0676625717639037,0.0,2.0676625717639037,0.0,4.135325143527807,0.0,0.0,2.0676625717639037,0.0,2.0676625717639037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2
216,Tadhg Furlong,72.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,0,TF974321,0.0,0.0,0.0,0.0,0.0,40.37477388718974,8.499952397303103,0.0,4.249976198651551,0.0,1.0624940496628879,0.0,5.3124702483144395,1.0624940496628879,0.0,0.0,0.0,2.1249880993257757,1.0624940496628879,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,,4.75,3
217,Tadhg Beirne,80.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,44.0,93.0,4.0,0.0,0.0,0.0,12.0,1.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,4,0,TB830937,0.0,0.0,0.0,0.0,0.0,32.0,10.0,44.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9230769230769231,0.0,3.2,4
218,James Ryan,80.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,100.0,3.0,0.0,1.0,1.0,11.0,0.0,100.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0,5,0,JR854317,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,3.0,0.0,1.0,1.0,11.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,4.5,5
219,Caelan Doris,80.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,18.0,0.0,100.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6,0,CD872704,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,3.0,0.0,1.0,0.0,18.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,4.714285714285714,6
