,Player,MP,T,TA,C,P,DG,M,CA,PK(%),MK,BH(%),PM,O,BTs,Kon,TM,MT,TS(%),DT(%),TW,TC,HE,PC,OPC,SPC,LW,LS,YC,RC,at_home,pos_num_x,is_sub,PlayGuid,T_per80m,TA_per80m,C_per80m,P_per80m,DG_per80m,M_per80m,CA_per80m,MK_per80m,PM_per80m,O_per80m,BTs_per80m,Kon_per80m,TM_per80m,MT_per80m,TW_per80m,TC_per80m,HE_per80m,PC_per80m,OPC_per80m,SPC_per80m,LW_per80m,LS_per80m,YC_per80m,RC_per80m,TS(%)_per80m,TW(%)_per80m,MpCA_per80m,pos_num_y
220,Josh van der Flier,80.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,13.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,JV681352,1.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,2.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,,4.25,7
221,Jack Conan,53.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,24.0,83.0,2.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,JC661063,0.0,0.0,0.0,0.0,0.0,12.804681755972641,3.841404526791793,30.731236214334345,2.5609363511945284,0.0,0.0,0.0,10.243745404778114,0.0,0.0,0.0,0.0,1.2804681755972642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.3333333333333326,8
222,Dan Sheehan,54.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,100.0,5.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,DS458390,0.0,0.0,0.0,0.0,0.0,37.964113501861874,8.858293150434436,0.0,6.3273522503103115,2.5309409001241248,0.0,0.0,8.858293150434436,0.0,0.0,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2857142857142865,2
223,Cian Healy,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,CH726208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,1
224,Finlay Bealham,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,FB999044,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,3
225,Iain Henderson,22.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,100.0,5.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,1,IH244693,0.0,0.0,0.0,0.0,0.0,34.95008470403763,13.98003388161505,0.0,11.650028234679208,4.660011293871683,0.0,0.0,6.990016940807525,0.0,0.0,0.0,2.3300056469358417,0.0,0.0,0.0,2.3300056469358417,0.0,0.0,0.0,1.0,,2.5000000000000004,5
226,Peter O'Mahony,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,PO196534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8
227,Conor Murray,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,147.0,84.0,20.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,CM573391,0.0,0.0,0.0,0.0,0.0,8.440332686465492,2.8134442288218313,413.57630163680915,56.268884576436626,0.0,0.0,2.8134442288218313,2.8134442288218313,0.0,0.0,5.626888457643663,5.626888457643663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9999999999999996,9
228,Jack Carty,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,JC833818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.518265907394285,0.0,0.0,0.0,7.259132953697143,0.0,0.0,0.0,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,10
229,Robbie Henshaw,17.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,RH772080,0.0,0.0,0.0,0.0,0.0,61.895773034080285,11.253776915287325,0.0,2.8134442288218313,0.0,0.0,0.0,11.253776915287325,2.8134442288218313,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.5,12
230,Edoardo Padovani,80.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,48.0,90.0,7.0,1.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,EP413386,0.0,0.0,0.0,0.0,0.0,31.0,4.0,48.0,7.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,7.75,15
231,Federico Mori,54.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,3.0,3.0,50.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,14,0,FM677009,0.0,0.0,0.0,0.0,0.0,80.99010880397199,5.0618818002482495,0.0,1.2654704500620624,1.2654704500620624,0.0,0.0,3.7964113501861876,3.7964113501861876,0.0,1.2654704500620624,0.0,1.2654704500620624,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,0.5,0.0,16.0,14
232,Juan Ignacio Brex,80.0,0.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,0.0,100.0,9.0,1.0,2.0,0.0,12.0,2.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,JB459700,0.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,9.0,1.0,2.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,,10.166666666666666,13
233,Marco Zanon,80.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,43.0,90.0,4.0,0.0,0.0,0.0,9.0,3.0,75.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,MZ899300,0.0,0.0,0.0,0.0,0.0,32.0,5.0,43.0,4.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,6.4,12
234,Monty Ioane,80.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,0.0,0.0,100.0,3.0,2.0,2.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,MI848101,0.0,0.0,0.0,0.0,0.0,104.0,8.0,0.0,3.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,13.0,11
235,Paolo Garbisi,80.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,300.0,56.0,13.0,0.0,0.0,0.0,9.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,10,0,PG443746,0.0,0.0,0.0,0.0,0.0,5.0,1.0,300.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,5.0,10
236,Stephen Varney,65.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,143.0,87.0,45.0,0.0,0.0,0.0,6.0,1.0,85.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,SV899630,0.0,0.0,0.0,0.0,0.0,11.289631390971234,5.644815695485617,161.44172889088864,50.803341259370555,0.0,0.0,0.0,6.773778834582741,1.1289631390971235,0.0,2.257926278194247,3.3868894172913704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,2.0,9
237,Danilo Fischetti,46.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,1.0,90.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,DF470268,0.0,0.0,0.0,0.0,0.0,9.815042681395267,2.8042979089700766,0.0,0.0,0.0,0.0,0.0,14.021489544850382,1.4021489544850383,0.0,0.0,0.0,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,,3.4999999999999996,1
238,Gianmarco Lucchesi,51.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,16.0,1.0,94.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,GL369503,0.0,0.0,0.0,0.0,0.0,17.057146754846233,5.248352847644995,0.0,0.0,0.0,1.3120882119112487,0.0,20.99341139057998,1.3120882119112487,0.0,1.3120882119112487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,3.25,2
239,Pietro Ceccarelli,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,11.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,PC874545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5372435736804815,0.0,0.0,0.0,16.9096793104853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,3
240,Niccolo Cannone,80.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,100.0,5.0,0.0,2.0,0.0,17.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1,4,0,NC161980,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,5.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,8.0,4
241,Federico Ruzza,71.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,100.0,9.0,0.0,2.0,0.0,11.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,1,5,0,FR364036,0.0,0.0,0.0,0.0,0.0,34.27957166925911,5.356183073321737,0.0,9.641129531979125,0.0,2.1424732293286946,0.0,11.78360276130782,0.0,1.0712366146643473,0.0,0.0,2.1424732293286946,1.0712366146643473,0.0,9.641129531979125,0.0,0.0,0.0,1.0,1.0,6.3999999999999995,5
242,Braam Steyn,80.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,11.0,2.0,84.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,6,0,AS421316,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8461538461538461,,7.75,6
243,Michele Lamaro,80.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,23.0,93.0,8.0,2.0,0.0,0.0,20.0,1.0,95.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0,ML280219,0.0,0.0,0.0,0.0,0.0,48.0,8.0,23.0,8.0,2.0,0.0,0.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9523809523809523,0.3333333333333333,6.0,7
244,Toa Halafihi,38.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,8.0,2.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,TH129032,0.0,0.0,0.0,0.0,0.0,7.954556757252312,1.5909113514504625,0.0,3.181822702900925,0.0,0.0,0.0,12.7272908116037,3.181822702900925,1.5909113514504625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,1.0,5.0,8
245,Hame Faiva,29.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,EF299957,0.0,0.0,0.0,0.0,0.0,26.80704130206675,5.744365993300018,0.0,1.9147886644333394,0.0,1.9147886644333394,0.0,9.573943322166697,0.0,0.0,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.666666666666666,2
246,Cherif Traore,34.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,CT855662,0.0,0.0,0.0,0.0,0.0,34.309159907216205,6.86183198144324,0.0,0.0,0.0,0.0,0.0,6.86183198144324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.000000000000001,1
247,Tiziano Pasquali,40.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,TP244548,0.0,0.0,0.0,0.0,0.0,21.52141003152674,3.074487147360963,0.0,4.611730721041445,0.0,0.0,0.0,4.611730721041445,0.0,0.0,1.5372435736804815,0.0,1.5372435736804815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3
248,Andrea Zambonin,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,5,1,AZ450261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.683301014482119,4.561100338160706,0.0,0.0,0.0,0.0,0.0,0.0,4.561100338160706,0.0,0.0,0.0,0.75,,,5
249,Sebastian Negri,16.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1,SN226466,0.0,0.0,0.0,0.0,0.0,58.8591910067779,14.714797751694475,0.0,0.0,0.0,0.0,2.942959550338895,2.942959550338895,0.0,0.0,2.942959550338895,2.942959550338895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6
250,Giovanni Pettinelli,26.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,100.0,3.0,1.0,0.0,1.0,5.0,0.0,100.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,20,1,GP143195,0.0,0.0,0.0,0.0,0.0,45.488576578805876,8.270650287055615,0.0,6.2029877152917114,2.0676625717639037,0.0,2.0676625717639037,10.338312858819517,0.0,4.135325143527807,2.0676625717639037,2.0676625717639037,0.0,0.0,0.0,0.0,2.0676625717639037,0.0,0.0,1.0,0.6666666666666667,5.499999999999999,6
251,Alessandro Fusco,15.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,34.0,90.0,8.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,AF878846,0.0,0.0,0.0,0.0,0.0,15.441045922791693,6.176418369116678,104.9991122749835,24.70567347646671,0.0,0.0,0.0,9.264627553675016,0.0,0.0,0.0,3.088209184558339,3.088209184558339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.5,9
252,Leonardo Marin,26.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,35.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,1,LM196125,0.0,0.0,0.0,0.0,0.0,16.54130057411123,2.0676625717639037,72.36819001173663,0.0,0.0,0.0,0.0,4.135325143527807,0.0,0.0,2.0676625717639037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,12
253,Freddie Steward,80.0,0.0,0.0,0.0,0.0,0.0,191.0,14.0,0.0,23.0,95.0,8.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,FS380018,0.0,0.0,0.0,0.0,0.0,191.0,14.0,23.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.642857142857142,15
254,Max Malins,80.0,0.0,2.0,0.0,0.0,0.0,121.0,13.0,0.0,0.0,100.0,7.0,2.0,3.0,0.0,1.0,0.0,100.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,MM832184,0.0,2.0,0.0,0.0,0.0,121.0,13.0,0.0,7.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.307692307692308,14
255,Joe Marchant,74.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,22.0,84.0,7.0,1.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13,0,JM952052,0.0,0.0,0.0,0.0,0.0,48.10110950844378,5.228381468309106,23.004878460560068,7.3197340556327495,1.0456762936618211,1.0456762936618211,0.0,5.228381468309106,0.0,0.0,1.0456762936618211,2.0913525873236423,1.0456762936618211,1.0456762936618211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.200000000000001,13
256,Henry Slade,80.0,0.0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,131.0,89.0,19.0,0.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,HS586007,0.0,0.0,0.0,0.0,0.0,62.0,7.0,131.0,19.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,8.857142857142858,12
257,Jack Nowell,16.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,JN875222,0.0,0.0,0.0,0.0,0.0,85.34582695982795,8.828878651016685,0.0,2.942959550338895,0.0,2.942959550338895,2.942959550338895,2.942959550338895,2.942959550338895,0.0,5.88591910067779,2.942959550338895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.666666666666664,11
258,Marcus Smith,80.0,1.0,1.0,4.0,0.0,0.0,148.0,12.0,0.0,78.0,94.0,38.0,0.0,7.0,0.0,5.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,MS438642,1.0,1.0,4.0,0.0,0.0,148.0,12.0,78.0,38.0,0.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,12.333333333333334,10
259,Harry Randall,54.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,118.0,89.0,59.0,1.0,3.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,HR101296,0.0,0.0,0.0,0.0,0.0,30.3712908014895,3.7964113501861876,149.32551310732336,74.66275655366168,1.2654704500620624,3.7964113501861876,0.0,3.7964113501861876,1.2654704500620624,0.0,1.2654704500620624,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000001,0.0,8.0,9
260,Ellis Genge,65.0,0.0,1.0,0.0,0.0,0.0,51.0,7.0,0.0,0.0,100.0,10.0,1.0,0.0,1.0,11.0,2.0,84.0,7.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,EG908747,0.0,1.1289631390971235,0.0,0.0,0.0,57.5771200939533,7.9027419736798645,0.0,11.289631390971234,1.1289631390971235,0.0,1.1289631390971235,12.418594530068358,2.257926278194247,0.0,3.3868894172913704,2.257926278194247,1.1289631390971235,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,7.285714285714286,1
261,Jamie George,56.0,2.0,0.0,0.0,0.0,0.0,44.0,8.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,5.0,1.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,0,JG594765,2.473926754075409,0.0,0.0,0.0,0.0,54.426388589659,9.895707016301635,0.0,3.7108901311131133,1.2369633770377044,0.0,0.0,6.184816885188523,1.2369633770377044,2.473926754075409,0.0,0.0,0.0,0.0,0.0,0.0,1.2369633770377044,0.0,0.0,0.8333333333333334,1.0,5.5,2
262,Will Stuart,40.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,WS816688,0.0,0.0,0.0,0.0,0.0,56.878012226177816,10.76070501576337,0.0,1.5372435736804815,0.0,0.0,0.0,1.5372435736804815,0.0,0.0,1.5372435736804815,0.0,3.074487147360963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.285714285714286,3
263,Charlie Ewels,80.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,100.0,4.0,0.0,0.0,1.0,6.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,4,0,CE445208,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,4.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,4
264,Nick Isiekwe,54.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,4.0,0.0,100.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0,5,0,NI437601,0.0,0.0,0.0,0.0,0.0,29.105820351427433,5.0618818002482495,0.0,3.7964113501861876,0.0,0.0,1.2654704500620624,5.0618818002482495,0.0,0.0,2.5309409001241248,1.2654704500620624,1.2654704500620624,0.0,0.0,6.3273522503103115,0.0,0.0,0.0,1.0,0.0,5.75,5
265,Maro Itoje,80.0,1.0,0.0,0.0,0.0,0.0,45.0,8.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,4.0,1.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0,6,0,MI369148,1.0,0.0,0.0,0.0,0.0,45.0,8.0,0.0,4.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.8,1.0,5.625,4
266,Tom Curry,65.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,100.0,3.0,0.0,2.0,0.0,8.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7,0,TC478587,0.0,0.0,0.0,0.0,0.0,58.706083233050414,9.031705112776988,0.0,3.3868894172913704,0.0,2.257926278194247,0.0,9.031705112776988,0.0,1.1289631390971235,0.0,0.0,2.257926278194247,1.1289631390971235,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.499999999999999,7
267,Alex Dombrandt,80.0,0.0,0.0,0.0,0.0,0.0,128.0,18.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,8,0,AD528464,0.0,0.0,0.0,0.0,0.0,128.0,18.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,7.111111111111111,7
268,Luke Cowan-Dickie,24.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,2.0,71.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,LC148807,0.0,0.0,0.0,0.0,0.0,56.909761814761374,8.75534797150175,0.0,2.1888369928754376,0.0,0.0,0.0,10.944184964377188,4.377673985750875,2.1888369928754376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857142,1.0,6.499999999999999,2
269,Joe Marler,15.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,JM130488,0.0,0.0,0.0,0.0,0.0,24.70567347646671,6.176418369116678,0.0,0.0,0.0,0.0,0.0,3.088209184558339,0.0,0.0,0.0,0.0,3.088209184558339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,1
