,M,C,P,T,MT,TW,TC,DB,TA,O,CB,LW,LS,at_home,p_name,min_played,is_sub,pos_num_x,PlayGuid,M_per80m,C_per80m,P_per80m,T_per80m,MT_per80m,TW_per80m,TC_per80m,DB_per80m,TA_per80m,O_per80m,CB_per80m,LW_per80m,LS_per80m,Meters_per_Carry_per80m,%Successful_per80mackles_per80m,%Turnovers_Won_per80m,DB_per_Break_per80m,pos_num_y
578,62,10,8,1,1,0,0,2,1,2,2,0,0,0,Max Ojomoh,80,0,12,MO777296,62.0,10.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,6.2,0.5,0.0,0.2,12.0
579,45,9,6,6,2,1,0,5,0,0,2,0,0,0,Will Muir,80,0,11,WM393290,45.0,9.0,6.0,6.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,0.75,1.0,0.5555555555555556,11.0
580,55,7,11,9,1,0,1,4,0,1,0,0,0,0,Orlando Bailey,80,0,10,OB938390,55.0,7.0,11.0,9.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,7.857142857142857,0.9,0.0,0.5714285714285714,10.0
581,7,3,52,5,3,1,2,0,0,1,0,0,0,0,Ollie Fox,59,0,9,OF659232,8.38297745736399,3.5927046245845675,62.2735468261325,5.987841040974279,3.5927046245845675,1.1975682081948558,2.3951364163897115,0.0,0.0,1.1975682081948558,0.0,0.0,0.0,2.333333333333333,0.625,0.3333333333333333,0.0,9.0
582,7,6,2,8,1,0,0,2,0,0,0,0,0,0,Beno Obano,59,0,1,OO523934,8.38297745736399,7.185409249169135,2.3951364163897115,9.580545665558846,1.1975682081948558,0.0,0.0,2.3951364163897115,0.0,0.0,0.0,0.0,0.0,1.1666666666666665,0.888888888888889,0.0,0.3333333333333333,1.0
583,5,8,4,7,2,0,0,0,0,0,0,0,0,0,Jacques du Toit,52,0,2,OD584504,6.479988411421625,10.3679814582746,5.1839907291373,9.071983775990276,2.59199536456865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.7777777777777778,0.0,0.0,2.0
584,13,2,0,1,0,1,1,1,0,0,0,0,0,0,Will Stuart,46,0,3,WS816688,18.2279364083055,2.8042979089700766,0.0,1.4021489544850383,0.0,1.4021489544850383,1.4021489544850383,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,6.500000000000001,1.0,0.5,0.5,3.0
585,6,2,7,4,1,2,0,1,0,0,0,1,2,0,Josh McNally,46,0,4,JM494446,8.41289372691023,2.8042979089700766,9.815042681395267,5.608595817940153,1.4021489544850383,2.8042979089700766,0.0,1.4021489544850383,0.0,0.0,0.0,1.4021489544850383,2.8042979089700766,3.0,0.8,1.0,0.5,4.0
586,7,6,7,8,0,1,2,0,0,0,0,3,0,0,Charlie Ewels,80,0,5,CE445208,7.0,6.0,7.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.1666666666666667,1.0,0.3333333333333333,0.0,5.0
587,35,4,5,7,0,2,3,0,0,1,1,7,1,0,Tom Ellis,80,0,6,TE514890,35.0,4.0,5.0,7.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,1.0,8.75,1.0,0.4,0.0,6.0
588,31,5,8,9,0,0,1,0,1,1,1,0,1,0,Sam Underhill,54,0,7,SU111318,39.229583951923935,6.3273522503103115,10.123763600496499,11.389234050558562,0.0,0.0,1.2654704500620624,0.0,1.2654704500620624,1.2654704500620624,1.2654704500620624,0.0,1.2654704500620624,6.200000000000001,1.0,0.0,0.0,7.0
589,23,7,3,9,1,0,0,1,0,0,0,0,1,0,Josh Bayliss,80,0,8,JB479472,23.0,7.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2857142857142856,0.9,0.0,0.14285714285714285,8.0
590,4,2,2,1,0,0,1,0,0,1,0,0,0,0,Tom Dunn,28,1,2,TD115446,7.849660407701755,3.9248302038508776,3.9248302038508776,1.9624151019254388,0.0,0.0,1.9624151019254388,0.0,0.0,1.9624151019254388,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0
591,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Lewis Boyce,21,1,1,LB338261,0.0,2.4097630680232967,2.4097630680232967,2.4097630680232967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
592,3,2,0,1,1,0,0,0,0,0,0,0,0,0,D'Arcy Rae,34,1,3,DR109344,5.14637398608243,3.43091599072162,0.0,1.71545799536081,1.71545799536081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999998,0.5,0.0,0.0,3.0
593,0,1,0,5,4,0,0,0,0,0,0,1,0,0,Mike Williams,34,1,4,MW851045,0.0,1.71545799536081,0.0,8.577289976804051,6.86183198144324,0.0,0.0,0.0,0.0,0.0,0.0,1.71545799536081,0.0,0.0,0.5555555555555556,0.0,0.0,4.0
594,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Miles Reid,26,1,7,MR513023,0.0,2.0676625717639037,2.0676625717639037,6.2029877152917114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
595,0,0,6,1,0,0,0,0,0,0,0,0,0,0,Max Green,21,1,9,MG447810,0.0,0.0,14.458578408139779,2.4097630680232967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
596,0,1,1,5,0,0,0,0,0,1,0,0,0,0,Max Clark,18,1,13,MC191481,0.0,2.6971703439815844,2.6971703439815844,13.48585171990792,0.0,0.0,0.0,0.0,0.0,2.6971703439815844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
597,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Anthony Watson,26,1,14,AW514875,2.0676625717639037,2.0676625717639037,0.0,2.0676625717639037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0
598,15,6,2,0,1,0,1,1,1,1,0,0,0,1,George Furbank,80,0,15,GF915654,15.0,6.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.16666666666666666,15.0
599,0,2,3,3,0,2,1,0,0,0,0,0,0,1,Ollie Sleightholme,80,0,14,OS133310,0.0,2.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,14.0
600,37,7,1,4,2,0,3,2,0,0,2,0,0,1,Matt Proctor,80,0,13,MP925514,37.0,7.0,1.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,5.285714285714286,0.6666666666666666,0.0,0.2857142857142857,13.0
601,22,11,7,10,3,1,1,0,1,0,0,0,0,1,Fraser Dingwall,80,0,12,FD904134,22.0,11.0,7.0,10.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.7692307692307693,0.5,0.0,12.0
602,9,3,2,2,2,0,0,0,0,0,1,0,0,1,Tom Collins,80,0,11,TC594085,9.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,0.0,0.0,11.0
603,7,4,11,9,0,1,1,0,0,0,0,0,0,1,Dan Biggar,80,0,10,DB100356,7.0,4.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.5,0.0,10.0
604,11,6,50,1,4,0,2,0,0,1,0,0,0,1,Alex Mitchell,80,0,9,AM990246,11.0,6.0,50.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8333333333333333,0.2,0.0,0.0,9.0
605,2,1,1,7,0,0,0,0,0,0,0,0,0,1,Nick Auterac,49,0,1,NA593737,2.692161370176157,1.3460806850880784,1.3460806850880784,9.42256479561655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
606,1,1,4,11,1,0,0,0,0,1,0,0,0,1,Sam Matavesi,56,0,2,SM232545,1.2369633770377044,1.2369633770377044,4.947853508150818,13.60659714741475,1.2369633770377044,0.0,0.0,0.0,0.0,1.2369633770377044,0.0,0.0,0.0,1.0,0.9166666666666667,0.0,0.0,2.0
607,7,2,1,4,0,0,0,0,0,0,0,0,0,1,Paul Hill,56,0,3,PH646364,8.658743639263932,2.473926754075409,1.2369633770377044,4.947853508150818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,1.0,0.0,0.0,3.0
608,19,6,5,9,1,1,1,0,0,0,0,8,0,1,Alex Coles,80,0,4,AC890060,19.0,6.0,5.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.1666666666666665,0.9,0.5,0.0,4.0
609,2,2,2,7,0,0,1,1,0,0,0,2,0,1,Api Ratuniyarawa,62,0,5,AR118579,2.3234438795067875,2.3234438795067875,2.3234438795067875,8.132053578273757,0.0,0.0,1.1617219397533938,1.1617219397533938,0.0,0.0,0.0,2.3234438795067875,0.0,1.0,1.0,0.0,0.5,5.0
610,0,2,4,12,1,0,0,0,0,0,0,1,1,1,Tom Wood,80,0,6,TW470502,0.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9230769230769231,0.0,0.0,6.0
611,9,2,1,12,1,0,0,0,0,0,0,0,0,1,Lewis Ludlam,54,0,7,LL840089,11.389234050558562,2.5309409001241248,1.2654704500620624,15.18564540074475,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.9230769230769231,0.0,0.0,7.0
612,17,3,0,9,0,1,0,1,0,0,0,0,0,1,Juarno Augustus,46,0,8,JA894551,23.83653222624565,4.206446863455115,0.0,12.619340590365345,0.0,1.4021489544850383,0.0,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,5.666666666666667,1.0,1.0,0.3333333333333333,8.0
613,0,0,2,5,0,0,0,0,0,0,0,0,0,1,James Fish,18,1,5,JF794080,0.0,0.0,5.394340687963169,13.48585171990792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
614,0,2,0,7,0,0,0,0,0,0,0,0,0,1,Alex Waller,31,1,1,AW666449,0.0,3.6560082755274204,0.0,12.79602896434597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
615,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Ehren Painter,34,1,8,EP503621,0.0,0.0,0.0,3.43091599072162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
616,0,1,0,5,0,0,0,0,0,0,0,0,0,1,Alex Moon,80,1,-1,AM144508,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
617,0,2,1,4,0,1,0,0,0,0,0,2,0,1,Courtney Lawes,80,1,-1,CL794376,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0
618,8,8,0,9,0,0,1,0,0,0,0,1,0,1,Teimana Harrison,24,1,2,TH461593,17.5106959430035,17.5106959430035,0.0,19.699532935878935,0.0,0.0,2.1888369928754376,0.0,0.0,0.0,0.0,2.1888369928754376,0.0,1.0,1.0,0.0,0.0,7.0
619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Frank Lomani,80,1,-1,FL869843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
620,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ahsee Tuala,80,1,-1,AT736273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
621,75,10,4,1,0,0,0,4,0,0,1,0,0,0,Tom Parton,80,0,15,TP933909,75.0,10.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.5,1.0,0.0,0.4,15.0
622,39,2,1,3,0,0,0,3,0,0,1,0,0,0,Ben Loader,80,0,14,BL428925,39.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,19.5,1.0,0.0,1.5,14.0
623,18,8,4,3,1,0,1,1,0,2,0,0,0,0,Curtis Rona,80,0,13,CR966798,18.0,8.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.25,0.75,0.0,0.125,13.0
624,29,7,4,7,1,2,0,1,0,1,0,0,0,0,Benhard Janse van Rensburg,73,0,12,BJ830229,30.565326693326245,7.377837477699439,4.215907130113965,7.377837477699439,1.0539767825284911,2.1079535650569823,0.0,1.0539767825284911,0.0,1.0539767825284911,0.0,0.0,0.0,4.142857142857142,0.8750000000000001,1.0,0.14285714285714285,12.0
625,12,2,3,3,0,2,2,2,1,0,0,0,0,0,Ollie Hassell-Collins,80,0,11,OH128338,12.0,2.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.5,1.0,11.0
626,9,4,9,4,0,0,1,0,0,0,0,0,0,0,Paddy Jackson,80,0,10,PJ780026,9.0,4.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0,0.0,10.0
627,0,1,38,2,0,0,3,0,0,0,0,0,0,0,Nick Phipps,53,0,9,NP802244,0.0,1.2804681755972642,48.65779067269604,2.5609363511945284,0.0,0.0,3.841404526791793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
628,3,4,1,1,0,0,0,0,0,0,0,0,0,0,William Goodrick-Clarke,56,0,1,WG244961,3.7108901311131133,4.947853508150818,1.2369633770377044,1.2369633770377044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0
629,23,12,0,5,0,0,0,0,0,0,0,0,0,0,Agustin Creevy,48,0,2,AC686044,31.373223032203843,16.368638103758524,0.0,6.820265876566053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.916666666666667,1.0,0.0,0.0,2.0
630,1,3,2,4,1,0,0,0,0,0,0,0,0,0,Oli Hoskins,56,0,3,OH113242,1.2369633770377044,3.7108901311131133,2.473926754075409,4.947853508150818,1.2369633770377044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,0.0,0.0,3.0
631,1,1,1,3,0,0,0,0,0,0,0,7,0,0,Rob Simmons,45,0,4,RS692558,1.4223616441398927,1.4223616441398927,1.4223616441398927,4.267084932419678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.956531508979248,0.0,1.0,1.0,0.0,0.0,5.0
632,5,6,2,10,1,0,2,0,0,0,0,12,1,0,Adam Coleman,80,0,5,AC555217,5.0,6.0,2.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.8333333333333334,0.9090909090909091,0.0,0.0,5.0
633,10,10,1,5,1,0,1,0,0,1,0,0,0,0,Matt Rogerson,71,0,6,MR143478,10.712366146643474,10.712366146643474,1.0712366146643473,5.356183073321737,1.0712366146643473,0.0,1.0712366146643473,0.0,0.0,1.0712366146643473,0.0,0.0,0.0,1.0,0.8333333333333333,0.0,0.0,6.0
634,0,4,1,6,0,0,1,0,0,0,0,0,0,0,Ben Donnell,41,0,7,BD596167,0.0,6.0488576049266225,1.5122144012316556,9.073286407389935,0.0,0.0,1.5122144012316556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
635,37,11,1,2,0,0,0,1,0,0,1,0,0,0,Albert Tuisue,80,0,8,AT971709,37.0,11.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.3636363636363638,1.0,0.0,0.09090909090909091,8.0
636,22,4,0,4,0,0,0,2,0,0,0,0,0,0,Matthew Cornish,32,1,2,MC439899,39.34360534701831,7.153382790366966,0.0,7.153382790366966,0.0,0.0,0.0,3.576691395183483,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.0,0.5,2.0
637,4,3,0,4,0,0,0,1,0,0,0,0,0,0,Allan Dell,24,1,1,AD320497,8.75534797150175,6.5665109786263125,0.0,8.75534797150175,0.0,0.0,0.0,2.1888369928754376,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,1.0,0.0,0.33333333333333337,1.0
638,3,3,0,1,0,0,0,0,0,0,0,0,0,0,Marcel van der Merwe,24,1,3,MV684998,6.5665109786263125,6.5665109786263125,0.0,2.1888369928754376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Nott,9,1,6,GN175262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
640,10,2,1,0,0,1,0,0,0,0,0,3,2,0,Steve Mafi,35,1,4,SM534692,16.818818107317032,3.363763621463407,1.6818818107317035,0.0,0.0,1.6818818107317035,0.0,0.0,0.0,0.0,0.0,5.04564543219511,3.363763621463407,4.999999999999999,0.0,1.0,0.0,4.0
641,10,6,3,2,0,0,0,1,0,2,0,0,0,0,Sean O'Brien,39,1,7,SO756800,15.634469291562617,9.38068157493757,4.690340787468785,3.126893858312523,0.0,0.0,0.0,1.5634469291562616,0.0,3.126893858312523,0.0,0.0,0.0,1.6666666666666665,1.0,0.0,0.16666666666666666,8.0
642,4,2,30,7,0,1,0,0,0,0,0,0,0,0,Ben White,27,1,9,BW742198,8.053027572640499,4.026513786320249,60.397706794803746,14.092798252120874,0.0,2.0132568931601247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0
643,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matt Williams,7,1,12,MW238220,0.0,5.5532634349493595,5.5532634349493595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
644,4,4,2,0,1,0,1,2,0,0,0,0,0,1,Freddie Burns,64,0,15,FB166449,4.558259055625265,4.558259055625265,2.2791295278126324,0.0,1.1395647639063162,0.0,1.1395647639063162,2.2791295278126324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,10.0
645,0,0,1,2,0,0,1,0,0,0,0,0,0,1,Jacobus van Wyk,80,0,14,JV322893,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0
646,4,2,0,2,0,0,0,0,0,0,0,0,0,1,Guy Porter,80,0,13,GP493738,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,13.0
647,7,3,5,5,3,0,0,1,0,0,0,0,0,1,Dan Kelly,80,0,12,DK663093,7.0,3.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.625,0.0,0.3333333333333333,12.0
648,20,1,1,1,0,0,1,1,0,0,0,0,0,1,Hosea Saumaki,46,0,11,HS362380,28.042979089700765,1.4021489544850383,1.4021489544850383,1.4021489544850383,0.0,0.0,1.4021489544850383,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,11.0
649,0,3,12,4,0,0,2,1,0,0,0,0,0,1,George Ford,80,0,10,GF392165,0.0,3.0,12.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,10.0
650,14,4,16,0,0,0,0,1,0,0,0,0,0,1,Ben Youngs,46,0,9,BY523643,19.630085362790535,5.608595817940153,22.434383271760613,0.0,0.0,0.0,0.0,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,3.4999999999999996,0.0,0.0,0.25,9.0
651,7,2,0,1,0,0,0,0,0,0,0,0,0,1,Francois van Wyk,46,0,1,FV183795,9.815042681395267,2.8042979089700766,0.0,1.4021489544850383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4999999999999996,1.0,0.0,0.0,1.0
652,0,2,3,9,1,0,0,0,0,0,0,0,0,1,Nic Dolly,76,0,2,ND508012,0.0,2.059387430626906,3.0890811459403595,9.267243437821078,1.029693715313453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.0
653,0,0,0,5,0,1,0,0,0,0,0,0,0,1,Dan Cole,66,0,3,DC242003,0.0,0.0,0.0,5.593307319513873,0.0,1.1186614639027748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
654,2,3,2,6,0,1,1,0,0,0,0,2,0,1,Calum Green,66,0,4,CG647423,2.2373229278055495,3.3559843917083243,2.2373229278055495,6.711968783416649,0.0,1.1186614639027748,1.1186614639027748,0.0,0.0,0.0,0.0,2.2373229278055495,0.0,0.6666666666666666,1.0,0.5,0.0,5.0
655,9,5,1,8,1,0,2,0,0,0,0,4,2,1,Ollie Chessum,80,0,5,OC182987,9.0,5.0,1.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1.8,0.8888888888888888,0.0,0.0,6.0
656,20,9,1,9,0,1,0,1,0,0,0,0,0,1,George Martin,80,0,6,GM767405,20.0,9.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,1.0,1.0,0.1111111111111111,6.0
657,6,2,0,4,0,0,0,1,0,0,0,0,0,1,Tommy Reffell,53,0,7,TR815440,7.682809053583586,2.5609363511945284,0.0,5.121872702389057,0.0,0.0,0.0,1.2804681755972642,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,1.0,0.0,0.5,7.0
658,13,9,4,5,3,1,1,1,0,0,0,15,1,1,Hanro Liebenberg,80,0,8,HL618150,13.0,9.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.4444444444444444,0.625,0.5,0.1111111111111111,6.0
659,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tom Cowan-Dickie,4,1,2,TC943407,0.0,7.259132953697143,0.0,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
660,8,8,4,6,0,0,0,1,0,0,0,0,0,1,Ellis Genge,34,1,1,EG908747,13.72366396288648,13.72366396288648,6.86183198144324,10.29274797216486,0.0,0.0,0.0,1.71545799536081,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,1.0
661,2,3,0,0,0,0,0,0,0,0,0,0,0,1,Nephi Leatigaga,14,1,3,NL771383,6.50473473260256,9.75710209890384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,1.0
662,14,6,0,3,0,0,1,1,0,0,0,3,0,1,Harry Wells,27,1,7,HW230339,28.185596504241747,12.07954135896075,0.0,6.039770679480375,0.0,0.0,2.0132568931601247,2.0132568931601247,0.0,0.0,0.0,6.039770679480375,0.0,2.333333333333333,1.0,0.0,0.16666666666666663,4.0
663,0,2,0,2,0,0,1,0,0,0,0,1,0,1,Cameron Henderson,14,1,4,CH866098,0.0,6.50473473260256,0.0,6.50473473260256,0.0,0.0,3.25236736630128,0.0,0.0,0.0,0.0,3.25236736630128,0.0,0.0,1.0,0.0,0.0,5.0
664,4,5,32,2,0,0,1,0,0,0,0,0,0,1,Jack van Poortvliet,34,1,9,JV904195,6.86183198144324,8.577289976804051,54.89465585154592,3.43091599072162,0.0,0.0,1.71545799536081,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999998,1.0,0.0,0.0,9.0
665,9,3,0,4,0,0,0,1,0,0,0,0,0,1,Juan Pablo Socino,16,1,15,JS419899,26.486635953050055,8.828878651016685,0.0,11.77183820135558,0.0,0.0,0.0,2.942959550338895,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.3333333333333333,15.0
666,10,3,0,1,0,2,1,0,0,0,0,0,0,1,Freddie Steward,34,1,11,FS380018,17.154579953608103,5.14637398608243,0.0,1.71545799536081,0.0,3.43091599072162,1.71545799536081,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333334,1.0,0.6666666666666666,0.0,15.0
667,39,7,10,2,0,0,3,1,0,3,0,0,0,0,Max Malins,80,0,15,MM832184,39.0,7.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,5.571428571428571,1.0,0.0,0.14285714285714285,15.0
668,8,4,0,1,0,0,1,0,0,0,0,0,0,0,Alex Lewington,80,0,14,AL809249,8.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0
669,9,1,2,7,0,1,2,0,0,0,0,0,0,0,Alex Lozowski,80,0,13,AL146980,9.0,1.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.3333333333333333,0.0,13.0
670,12,4,4,4,1,0,0,0,0,1,0,0,0,0,Nick Tompkins,80,0,12,NT897139,12.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.8,0.0,0.0,12.0
671,36,3,0,0,0,0,1,0,0,0,0,0,0,0,Rotimi Segun,62,0,11,RS863129,41.82198983112218,3.4851658192601818,0.0,0.0,0.0,0.0,1.1617219397533938,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0
672,20,3,4,5,2,0,1,2,0,0,1,0,0,0,Owen Farrell,68,0,10,OF274612,21.97816898678573,3.2967253480178593,4.395633797357146,5.494542246696432,2.197816898678573,0.0,1.0989084493392864,2.197816898678573,0.0,0.0,1.0989084493392864,0.0,0.0,6.666666666666667,0.7142857142857143,0.0,0.6666666666666666,10.0
673,2,2,39,8,1,0,0,0,0,1,0,0,0,0,Aled Davies,80,0,9,AD709542,2.0,2.0,39.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.0,9.0
674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ralph Adams-Hale,18,0,1,RA721847,0.0,0.0,0.0,0.0,2.6971703439815844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
675,4,4,3,4,1,0,0,0,0,0,0,0,0,0,Jamie George,58,0,2,JG594765,4.841120798202729,4.841120798202729,3.630840598652047,4.841120798202729,1.2102801995506822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7999999999999999,0.0,0.0,2.0
676,0,0,1,8,0,1,0,0,0,0,0,0,0,0,Marco Riccioni,64,0,3,MR621017,0.0,0.0,1.1395647639063162,9.11651811125053,0.0,1.1395647639063162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
677,5,5,0,9,0,0,0,0,0,0,0,8,1,0,Nick Isiekwe,80,0,4,NI437601,5.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,4.0
