,M,C,P,T,MT,TW,TC,DB,TA,O,CB,LW,LS,at_home,p_name,min_played,is_sub,pos_num_x,PlayGuid,M_per80m,C_per80m,P_per80m,T_per80m,MT_per80m,TW_per80m,TC_per80m,DB_per80m,TA_per80m,O_per80m,CB_per80m,LW_per80m,LS_per80m,Meters_per_Carry_per80m,%Successful_per80mackles_per80m,%Turnovers_Won_per80m,DB_per_Break_per80m,pos_num_y
28,0,4,7,17,1,0,1,0,1,0,0,0,0,0,Alex Lozowski,80,0,10,AL146980,0.0,4.0,7.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,13.0
29,3,3,31,5,1,0,0,2,0,0,0,0,0,0,Aled Davies,74,0,9,AD709542,3.1370288809854636,3.1370288809854636,32.415965103516456,5.228381468309106,1.0456762936618211,0.0,0.0,2.0913525873236423,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333333,0.0,0.6666666666666666,9.0
30,3,2,3,11,1,0,0,0,0,1,0,0,0,0,Ralph Adams-Hale,52,0,1,RA721847,3.8879930468529755,2.59199536456865,3.8879930468529755,14.255974505127575,1.295997682284325,0.0,0.0,0.0,0.0,1.295997682284325,0.0,0.0,0.0,1.5,0.9166666666666666,0.0,0.0,1.0
31,13,6,2,9,3,2,0,0,0,1,0,0,0,0,Tom Woolstencroft,74,0,2,TW899795,13.593791817603675,6.274057761970927,2.0913525873236423,9.411086642956391,3.1370288809854636,2.0913525873236423,0.0,0.0,0.0,1.0456762936618211,0.0,0.0,0.0,2.1666666666666665,0.75,1.0,0.0,2.0
32,1,2,1,7,2,1,0,0,0,0,0,0,0,0,Marco Riccioni,55,0,3,MR621017,1.250977299385484,2.501954598770968,1.250977299385484,8.756841095698388,2.501954598770968,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7777777777777778,1.0,0.0,3.0
33,2,1,3,10,0,0,0,0,0,0,0,10,0,0,Nick Isiekwe,80,0,4,NI437601,2.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,4.0
34,0,3,0,5,1,0,1,0,0,0,0,0,0,0,Tim Swinson,63,0,5,TS662989,0.0,3.45143895884559,0.0,5.75239826474265,1.15047965294853,0.0,1.15047965294853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,5.0
35,21,9,0,6,0,0,1,0,0,0,0,1,0,0,Jackson Wray,80,0,6,JW399145,21.0,9.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3333333333333335,1.0,0.0,0.0,6.0
36,5,1,0,14,5,1,1,0,0,0,0,0,0,0,Ben Earl,70,0,7,BE558129,5.401067305483213,1.0802134610966427,0.0,15.122988455353,5.401067305483213,1.0802134610966427,1.0802134610966427,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.736842105263158,0.5,0.0,7.0
37,18,9,9,12,3,2,1,1,0,3,0,0,0,0,Billy Vunipola,80,0,8,VV741662,18.0,9.0,9.0,12.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.8,0.6666666666666666,0.1111111111111111,8.0
38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Kapeli Pifeleti,6,1,2,KP788882,0.0,0.0,0.0,6.274690702196527,6.274690702196527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0
39,4,1,0,6,1,0,0,0,0,0,0,0,0,0,Richard Barrington,28,1,1,RB473504,7.849660407701755,1.9624151019254388,0.0,11.774490611552633,1.9624151019254388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8571428571428571,0.0,0.0,1.0
40,0,0,1,6,0,0,0,0,0,0,0,0,0,0,Alec Clarey,25,1,3,AC448407,0.0,0.0,2.126033980727912,12.756203884367473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
41,5,2,0,1,0,0,0,0,0,0,0,0,0,0,Callum Hunter-Hill,17,1,5,CH461248,14.067221144109157,5.626888457643663,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,4.0
42,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Sean Reffell,10,1,7,SR714658,0.0,0.0,0.0,16.814759269780904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
43,4,1,2,0,0,0,1,0,0,0,0,0,0,0,Joe Simpson,6,1,9,JS782283,25.09876280878611,6.274690702196527,12.549381404393054,0.0,0.0,0.0,6.274690702196527,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0
44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Manu Vunipola,5,1,13,MV922621,0.0,0.0,0.0,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Harris,5,1,11,BH948707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
46,88,15,3,1,3,0,0,3,0,1,3,0,0,1,Freddie Steward,80,0,15,FS380018,88.0,15.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,5.866666666666666,0.25,0.0,0.2,15.0
47,18,5,1,13,4,0,1,0,0,1,0,0,0,1,Harry Potter,80,0,14,HP136103,18.0,5.0,1.0,13.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,0.7647058823529411,0.0,0.0,14.0
48,7,3,3,11,0,1,0,1,0,0,1,0,0,1,Matt Scott,80,0,13,MS156720,7.0,3.0,3.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3333333333333335,1.0,1.0,0.3333333333333333,13.0
49,0,0,8,10,2,0,1,0,0,0,0,0,0,1,Dan Kelly,68,0,12,DK663093,0.0,0.0,8.791267594714292,10.989084493392864,2.197816898678573,0.0,1.0989084493392864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,12.0
50,84,8,4,4,1,2,1,5,0,3,3,0,0,1,Nemani Nadolo,80,0,11,RN208925,84.0,8.0,4.0,4.0,1.0,2.0,1.0,5.0,0.0,3.0,3.0,0.0,0.0,10.5,0.8,0.6666666666666666,0.625,11.0
51,0,1,19,4,1,0,0,0,1,0,0,0,0,1,George Ford,65,0,10,GF392165,0.0,1.1289631390971235,21.450299642845348,4.515852556388494,1.1289631390971235,0.0,0.0,0.0,1.1289631390971235,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,10.0
52,7,4,27,5,1,1,3,0,1,0,0,0,0,1,Ben Youngs,48,0,9,BY523643,9.548372227192473,5.456212701252841,36.829435733456684,6.820265876566053,1.3640531753132104,1.3640531753132104,4.092159525939631,0.0,1.3640531753132104,0.0,0.0,0.0,0.0,1.7500000000000002,0.8333333333333333,0.25,0.0,9.0
53,24,9,4,9,1,1,1,2,0,4,0,0,0,1,Ellis Genge,63,0,1,EG908747,27.61151167076472,10.35431687653677,4.60191861179412,10.35431687653677,1.15047965294853,1.15047965294853,1.15047965294853,2.30095930589706,0.0,4.60191861179412,0.0,0.0,0.0,2.666666666666667,0.9,0.5,0.22222222222222224,1.0
54,11,5,4,18,2,0,0,0,0,0,0,0,0,1,Nic Dolly,73,0,2,ND508012,11.593744607813402,5.269883912642456,4.215907130113965,18.971582085512843,2.1079535650569823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.9,0.0,0.0,2.0
55,0,1,2,11,0,2,0,0,0,0,0,0,0,1,Dan Cole,53,0,3,DC242003,0.0,1.2804681755972642,2.5609363511945284,14.085149931569905,0.0,2.5609363511945284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
56,0,1,4,16,3,1,1,0,1,0,0,4,0,1,Harry Wells,80,0,4,HW230339,0.0,1.0,4.0,16.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.8421052631578947,0.5,0.0,4.0
57,11,3,2,7,0,0,0,0,0,0,0,0,0,1,Calum Green,62,0,5,CG647423,12.778941337287332,3.4851658192601818,2.3234438795067875,8.132053578273757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,1.0,0.0,0.0,5.0
58,13,7,3,11,0,0,0,2,0,0,0,0,0,1,George Martin,62,0,6,GM767405,15.10238521679412,8.132053578273757,3.4851658192601818,12.778941337287332,0.0,0.0,0.0,2.3234438795067875,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,1.0,0.0,0.2857142857142857,6.0
59,13,6,5,18,1,0,1,1,0,1,0,0,1,1,Tommy Reffell,80,0,7,TR815440,13.0,6.0,5.0,18.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.1666666666666665,0.9473684210526315,0.0,0.16666666666666666,7.0
60,5,6,4,14,1,1,1,2,0,0,0,5,0,1,Hanro Liebenberg,80,0,8,HL618150,5.0,6.0,4.0,14.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8333333333333334,0.9333333333333333,0.5,0.3333333333333333,6.0
61,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Tom Cowan-Dickie,7,1,2,TC943407,0.0,5.5532634349493595,0.0,0.0,5.5532634349493595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
62,3,2,1,3,0,1,1,0,0,0,0,0,0,1,Francois van Wyk,17,1,1,FV183795,8.440332686465492,5.626888457643663,2.8134442288218313,8.440332686465492,0.0,2.8134442288218313,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,1.4999999999999998,1.0,0.5,0.0,1.0
63,1,3,1,2,1,0,0,0,0,0,0,0,0,1,Nephi Leatigaga,27,1,3,NL771383,2.0132568931601247,6.039770679480375,2.0132568931601247,4.026513786320249,2.0132568931601247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.6666666666666666,0.0,0.0,1.0
64,0,0,0,5,0,0,0,0,0,0,0,0,0,1,Eli Snyman,18,1,5,ES993024,0.0,0.0,0.0,13.48585171990792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
65,0,0,0,4,1,0,0,0,0,0,0,0,0,1,Ollie Chessum,18,1,6,OC182987,0.0,0.0,0.0,10.788681375926338,2.6971703439815844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,6.0
66,0,0,17,1,1,0,0,0,0,0,0,0,0,1,Jack van Poortvliet,32,1,9,JV904195,0.0,0.0,30.401876859059605,1.7883456975917416,1.7883456975917416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.0
67,0,2,1,0,0,0,0,0,0,1,0,0,0,1,Freddie Burns,12,1,12,FB166449,0.0,7.310307272517415,3.6551536362587074,0.0,0.0,0.0,0.0,0.0,0.0,3.6551536362587074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
68,13,1,1,2,1,0,0,0,0,0,0,0,0,1,Guy Porter,80,1,-1,GP493738,13.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6666666666666666,0.0,0.0,13.0
69,132,11,6,5,0,0,1,4,0,2,2,0,0,0,Josh Hodge,80,0,15,JH501596,132.0,11.0,6.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,12.0,1.0,0.0,0.36363636363636365,15.0
70,36,11,3,2,2,2,0,3,0,1,0,0,0,0,Jack Nowell,80,0,14,JN875222,36.0,11.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.272727272727273,0.5,1.0,0.2727272727272727,14.0
71,38,11,9,3,0,0,4,2,0,1,0,0,0,0,Henry Slade,80,0,13,HS586007,38.0,11.0,9.0,3.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.4545454545454546,1.0,0.0,0.18181818181818182,13.0
72,10,7,7,1,1,0,1,0,0,1,0,0,0,0,Ollie Devoto,71,0,12,OD413673,10.712366146643474,7.4986563026504305,7.4986563026504305,1.0712366146643473,1.0712366146643473,0.0,1.0712366146643473,0.0,0.0,1.0712366146643473,0.0,0.0,0.0,1.4285714285714288,0.5,0.0,0.0,12.0
73,49,9,7,2,4,0,2,3,0,0,0,0,0,0,Tom O'Flaherty,80,0,11,TO575734,49.0,9.0,7.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.444444444444445,0.3333333333333333,0.0,0.3333333333333333,11.0
74,2,2,19,4,2,0,0,2,0,0,0,0,0,0,Joe Simmonds,49,0,10,JS753060,2.692161370176157,2.692161370176157,25.575533016673493,5.384322740352314,2.692161370176157,0.0,0.0,2.692161370176157,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,10.0
75,2,2,51,3,0,1,0,0,0,0,0,0,0,0,Jack Maunder,49,0,9,JM797663,2.692161370176157,2.692161370176157,68.650114939492,4.038242055264235,0.0,1.3460806850880784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0
76,16,6,3,3,0,0,1,0,0,0,0,0,0,0,Alec Hepburn,55,0,1,AH670270,20.015636790167743,7.505863796312903,3.7529318981564517,3.7529318981564517,0.0,0.0,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,2.666666666666667,1.0,0.0,0.0,1.0
77,18,12,1,3,1,0,0,1,0,0,0,0,0,0,Jack Innard,55,0,2,JI538537,22.517591388938712,15.011727592625807,1.250977299385484,3.7529318981564517,1.250977299385484,0.0,0.0,1.250977299385484,0.0,0.0,0.0,0.0,0.0,1.5000000000000002,0.75,0.0,0.08333333333333334,2.0
78,6,4,0,1,1,0,0,0,0,0,0,1,0,0,Harry Williams,55,0,3,HW938842,7.505863796312903,5.003909197541936,0.0,1.250977299385484,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,1.250977299385484,0.0,1.5,0.5,0.0,0.0,3.0
79,5,7,2,6,1,0,1,0,0,0,0,1,1,0,Will Witty,56,0,4,WW865620,6.184816885188523,8.658743639263932,2.473926754075409,7.4217802622262266,1.2369633770377044,0.0,1.2369633770377044,0.0,0.0,0.0,0.0,1.2369633770377044,1.2369633770377044,0.7142857142857143,0.8571428571428571,0.0,0.0,4.0
80,14,10,1,5,1,0,2,2,0,0,0,2,0,0,Sean Lonsdale,80,0,5,SL488310,14.0,10.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,0.8333333333333334,0.0,0.2,5.0
81,16,7,1,10,1,0,1,2,0,0,0,2,0,0,Jannes Kirsten,80,0,6,JK748722,16.0,7.0,1.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.2857142857142856,0.9090909090909091,0.0,0.2857142857142857,4.0
82,5,9,5,4,0,1,2,0,0,0,0,1,0,0,Don Armand,80,0,7,DA401740,5.0,9.0,5.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,1.0,0.3333333333333333,0.0,7.0
83,28,16,3,7,1,0,0,0,0,0,0,1,0,0,Rusiate Tuima,61,0,8,RT304060,32.85258595980816,18.77290626274752,3.5199199242651598,8.21314648995204,1.17330664142172,0.0,0.0,0.0,0.0,0.0,0.0,1.17330664142172,0.0,1.75,0.875,0.0,0.0,8.0
84,20,3,0,1,0,0,0,0,0,0,0,0,0,0,Jack Yeandle,25,1,2,JY505871,42.52067961455823,6.378101942183736,0.0,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666665,1.0,0.0,0.0,2.0
85,0,2,0,1,1,0,0,0,0,0,0,0,0,0,Ben Moon,25,1,1,BM645592,0.0,4.252067961455824,0.0,2.126033980727912,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0
86,2,3,0,4,0,0,0,1,0,0,0,0,0,0,Sam Nixon,25,1,3,SN390300,4.252067961455824,6.378101942183736,0.0,8.504135922911647,0.0,0.0,0.0,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.0,0.33333333333333326,3.0
87,0,2,2,2,0,0,0,0,0,0,0,0,0,0,Ryan McCauley,24,1,4,RM607037,0.0,4.377673985750875,4.377673985750875,4.377673985750875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
88,0,2,3,1,0,1,1,0,0,0,0,2,0,0,Christ Tshiunza,19,1,8,CT642805,0.0,5.184303389344974,7.776455084017461,2.592151694672487,0.0,2.592151694672487,2.592151694672487,0.0,0.0,0.0,0.0,5.184303389344974,0.0,0.0,1.0,0.5,0.0,8.0
89,35,2,39,2,0,0,1,3,0,0,2,1,0,0,Sam Hidalgo-Clyne,31,1,9,SH676296,63.98014482172985,3.6560082755274204,71.29216137278469,3.6560082755274204,0.0,0.0,1.8280041377637102,5.484012413291131,0.0,0.0,3.6560082755274204,1.8280041377637102,0.0,17.5,1.0,0.0,1.5000000000000002,9.0
90,8,4,12,3,0,0,0,2,0,1,0,0,0,0,Harvey Skinner,31,1,10,HS767035,14.624033102109681,7.312016551054841,21.936049653164524,5.484012413291131,0.0,0.0,0.0,3.6560082755274204,0.0,1.8280041377637102,0.0,0.0,0.0,2.0,1.0,0.0,0.5,10.0
91,2,3,0,1,0,0,0,0,0,0,0,1,0,0,Tom Hendrickson,9,1,12,TH830936,9.122200676321413,13.683301014482119,0.0,4.561100338160706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.561100338160706,0.0,0.6666666666666666,1.0,0.0,0.0,12.0
92,141,8,10,4,1,3,3,6,1,2,2,0,0,1,George Furbank,80,0,15,GF915654,141.0,8.0,10.0,4.0,1.0,3.0,3.0,6.0,1.0,2.0,2.0,0.0,0.0,17.625,0.8,0.5,0.75,15.0
93,31,7,3,2,2,2,1,3,0,2,0,0,0,1,Matt Proctor,80,0,14,MP925514,31.0,7.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,4.428571428571429,0.5,0.6666666666666666,0.42857142857142855,13.0
94,52,8,5,8,0,1,0,2,0,2,0,0,0,1,Fraser Dingwall,80,0,13,FD904134,52.0,8.0,5.0,8.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.5,1.0,1.0,0.25,12.0
95,17,5,7,5,2,0,1,1,0,1,1,0,0,1,Rory Hutchinson,63,0,12,RH318511,19.55815410012501,5.75239826474265,8.053357570639712,5.75239826474265,2.30095930589706,0.0,1.15047965294853,1.15047965294853,0.0,1.15047965294853,1.15047965294853,0.0,0.0,3.3999999999999995,0.7142857142857143,0.0,0.19999999999999998,12.0
96,39,6,4,0,4,0,0,1,1,2,1,0,0,1,Tom Collins,80,0,11,TC594085,39.0,6.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,6.5,0.0,0.0,0.16666666666666666,11.0
97,10,2,15,4,1,0,1,1,0,1,0,0,0,1,James Grayson,80,0,10,JG791693,10.0,2.0,15.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.8,0.0,0.5,10.0
98,10,4,47,6,0,0,0,1,2,2,0,0,0,1,Alex Mitchell,60,0,9,AM990246,11.852497295571355,4.740998918228542,55.70673728918538,7.111498377342814,0.0,0.0,0.0,1.1852497295571356,2.370499459114271,2.370499459114271,0.0,0.0,0.0,2.5,1.0,0.0,0.25,9.0
99,0,0,1,4,3,0,0,0,0,0,0,0,0,1,Alex Waller,45,0,1,AW666449,0.0,0.0,1.4223616441398927,5.689446576559571,4.267084932419678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,1.0
100,2,4,2,4,0,0,1,1,0,1,0,0,0,1,James Fish,54,0,2,JF794080,2.5309409001241248,5.0618818002482495,2.5309409001241248,5.0618818002482495,0.0,0.0,1.2654704500620624,1.2654704500620624,0.0,1.2654704500620624,0.0,0.0,0.0,0.5,1.0,0.0,0.25,2.0
101,0,1,2,1,2,0,0,0,0,0,0,0,0,1,Ehren Painter,45,0,3,EP503621,0.0,1.4223616441398927,2.8447232882797855,1.4223616441398927,2.8447232882797855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,3.0
102,17,6,2,3,1,0,3,1,0,0,0,5,1,1,David Ribbans,60,0,4,DR539502,20.149245402471305,7.111498377342814,2.370499459114271,3.555749188671407,1.1852497295571356,0.0,3.555749188671407,1.1852497295571356,0.0,0.0,0.0,5.926248647785678,1.1852497295571356,2.833333333333333,0.75,0.0,0.16666666666666666,4.0
103,9,2,1,4,1,0,0,0,0,0,0,0,0,1,Alex Moon,45,0,5,AM144508,12.801254797259036,2.8447232882797855,1.4223616441398927,5.689446576559571,1.4223616441398927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7999999999999999,0.0,0.0,5.0
104,28,8,6,6,0,1,1,0,0,0,1,5,0,1,Tom Wood,80,0,6,TW470502,28.0,8.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,3.5,1.0,0.5,0.0,6.0
105,14,8,3,6,1,1,0,1,0,0,0,2,0,1,Lewis Ludlam,80,0,7,LL840089,14.0,8.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.75,0.8571428571428571,1.0,0.125,7.0
106,17,7,4,6,0,3,0,1,0,0,0,0,0,1,Teimana Harrison,49,0,8,TH461593,22.88337164649733,9.42256479561655,5.384322740352314,8.07648411052847,0.0,4.038242055264235,0.0,1.3460806850880784,0.0,0.0,0.0,0.0,0.0,2.428571428571428,1.0,1.0,0.14285714285714285,7.0
107,0,5,2,4,0,0,1,0,0,1,0,0,0,1,Mike Haywood,26,1,2,MH943718,0.0,10.338312858819517,4.135325143527807,8.270650287055615,0.0,0.0,2.0676625717639037,0.0,0.0,2.0676625717639037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
108,10,4,0,4,0,0,0,0,0,0,1,0,0,1,Nick Auterac,35,1,1,NA593737,16.818818107317032,6.727527242926814,0.0,6.727527242926814,0.0,0.0,0.0,0.0,0.0,0.0,1.6818818107317035,0.0,0.0,2.4999999999999996,1.0,0.0,0.0,1.0
109,0,0,1,2,0,1,0,0,0,0,0,0,0,1,Paul Hill,35,1,3,PH646364,0.0,0.0,1.6818818107317035,3.363763621463407,0.0,1.6818818107317035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
110,18,6,0,3,0,0,0,2,0,0,0,0,0,1,Api Ratuniyarawa,35,1,5,AR118579,30.273872593170662,10.09129086439022,0.0,5.04564543219511,0.0,0.0,0.0,3.363763621463407,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.33333333333333337,5.0
111,29,4,1,5,0,1,0,4,0,0,1,0,0,1,Juarno Augustus,31,1,8,JA894551,53.0121199951476,7.312016551054841,1.8280041377637102,9.14002068881855,0.0,1.8280041377637102,0.0,7.312016551054841,0.0,0.0,1.8280041377637102,0.0,0.0,7.250000000000001,1.0,1.0,1.0,8.0
112,0,1,27,0,0,0,0,1,0,0,0,0,0,1,Connor Tupai,20,1,9,CT367230,0.0,2.496785402327139,67.41320586283275,0.0,0.0,0.0,0.0,2.496785402327139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
113,0,2,3,1,2,0,0,0,0,1,0,0,0,1,Ahsee Tuala,17,1,12,AT736273,0.0,5.626888457643663,8.440332686465492,2.8134442288218313,5.626888457643663,0.0,0.0,0.0,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,15.0
114,2,3,2,3,0,0,0,0,0,1,0,2,1,1,Alex Coles,20,1,4,AC890060,4.993570804654278,7.490356206981418,4.993570804654278,7.490356206981418,0.0,0.0,0.0,0.0,0.0,2.496785402327139,0.0,4.993570804654278,2.496785402327139,0.6666666666666666,1.0,0.0,0.0,4.0
115,57,4,3,1,0,0,2,1,0,1,2,0,0,0,Kyle Moyle,60,0,15,KM835732,67.55923458475674,4.740998918228542,3.555749188671407,1.1852497295571356,0.0,0.0,2.370499459114271,1.1852497295571356,0.0,1.1852497295571356,2.370499459114271,0.0,0.0,14.250000000000002,1.0,0.0,0.25,15.0
116,105,11,3,2,0,0,2,5,0,0,0,0,0,0,Jonny May,80,0,14,JM704886,105.0,11.0,3.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,9.545454545454545,1.0,0.0,0.45454545454545453,11.0
117,12,3,0,1,1,0,0,1,0,0,0,0,0,0,Tom Seabrook,60,0,13,TS259655,14.222996754685628,3.555749188671407,0.0,1.1852497295571356,1.1852497295571356,0.0,0.0,1.1852497295571356,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.3333333333333333,13.0
118,31,8,12,9,1,0,0,2,0,2,0,0,0,0,Billy Twelvetrees,80,0,12,WT524638,31.0,8.0,12.0,9.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.875,0.9,0.0,0.25,12.0
119,122,8,4,6,1,0,2,4,0,3,2,0,0,0,Ollie Thorley,80,0,11,OT282658,122.0,8.0,4.0,6.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,15.25,0.8571428571428571,0.0,0.5,11.0
120,6,2,17,3,4,0,1,0,1,0,0,0,0,0,Lloyd Evans,80,0,10,LE573925,6.0,2.0,17.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.42857142857142855,0.0,0.0,15.0
121,0,1,31,2,2,0,0,0,0,0,0,0,0,0,Ben Meehan,49,0,9,BM865132,0.0,1.3460806850880784,41.728501237730434,2.692161370176157,2.692161370176157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.0
122,5,5,1,1,0,0,0,1,0,0,0,0,0,0,Harry Elrington,49,0,1,HE127014,6.730403425440392,6.730403425440392,1.3460806850880784,1.3460806850880784,0.0,0.0,0.0,1.3460806850880784,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,1.0
123,2,2,0,2,1,0,2,0,0,0,0,0,0,0,Jack Singleton,49,0,2,JS176680,2.692161370176157,2.692161370176157,0.0,2.692161370176157,1.3460806850880784,0.0,2.692161370176157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,2.0
124,0,1,0,4,1,0,0,0,0,0,0,0,0,0,Fraser Balmain,49,0,3,FB698369,0.0,1.3460806850880784,0.0,5.384322740352314,1.3460806850880784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,3.0
125,3,3,1,4,1,1,0,0,0,0,0,1,0,0,Ben Morgan,59,0,4,BM181390,3.5927046245845675,3.5927046245845675,1.1975682081948558,4.790272832779423,1.1975682081948558,1.1975682081948558,0.0,0.0,0.0,0.0,0.0,1.1975682081948558,0.0,1.0,0.8,1.0,0.0,8.0
